Period	Document Number	Item	Transaction Bin Quantity	Transfer Type	Source Bin Number	Destination Bin Number
Apr 2024	BINT112650	31S-9	60	Inbound Staging	QDCIN2	Q160209
Apr 2024	BINT112651	D12350	30	Inbound Staging	QDCIN1	Q240105
Apr 2024	BINT112652	31S-9	60	Inbound Staging	QDCIN2	Q160208
Apr 2024	BINT112653	31S-9	60	Inbound Staging	QDCIN2	Q160207
Apr 2024	BINT112654	8DBOX	3	Inbound Staging	QDCIN1	Q270126
Apr 2024	BINT112655	31S-9	60	Inbound Staging	QDCIN2	Q160206
Apr 2024	BINT112656	GC2BOX	4	Inbound Staging	QDCIN1	Q270127
Apr 2024	BINT112657	CR123A	20	Inbound Staging	QDCIN1	Q270131
Apr 2024	BINT112658	RC300	2	Inbound Staging	QDCIN1	Q270140
Apr 2024	BINT112659	31S-9	60	Inbound Staging	QDCIN2	Q160205
Apr 2024	BINT112660	VEORI121236140	2	Inbound Staging	QDCIN1	Q270132
Apr 2024	BINT112661	VEBPC121531104R	1	Inbound Staging	QDCIN1	Q270132
Apr 2024	BINT112662	31S-9	60	Inbound Staging	QDCIN2	Q160204
Apr 2024	BINT112663	DLB-GC12-12V	6	Inbound Staging	QDCIN1	Q260144
Apr 2024	BINT112664	N320040	4	Inbound Staging	QDCIN1	Q270139
Apr 2024	BINT112665	PS-1220	8	Inbound Staging	QDCIN1	Q270140
Apr 2024	BINT112666	MC61743	500	Inbound Staging	QDCIN1	Quebec DC
Apr 2024	BINT112667	6237-0-34	10	Inbound Staging	QDCIN1	Quebec DC
Apr 2024	BINT112668	081-11-01	17	Inbound Staging	QDCIN1	Quebec DC
Apr 2024	BINT112669	MRBF-125	2	Inbound Staging	QDCIN1	Quebec DC
Apr 2024	BINT112670	D12180D	4	Inbound Staging	QDCIN1	Q250107
Apr 2024	BINT112671	DB05	28	Inbound Staging	QDCIN2	Q210237
Apr 2024	BINT112672	CT9B-BS	6	Inbound Staging	QDCIN1	Q180137
Apr 2024	BINT112673	MB12U	4	Inbound Staging	QDCIN1	Q180102
Apr 2024	BINT112674	DA04	32	Inbound Staging	QDCIN2	Q210134
Apr 2024	BINT112675	DB05	28	Inbound Staging	QDCIN2	Q210230
Apr 2024	BINT112676	DB05	28	Inbound Staging	QDCIN2	Q210238
Apr 2024	BINT112677	DB05	28	Inbound Staging	QDCIN2	Q210239
Apr 2024	BINT112678	DB05	28	Inbound Staging	QDCIN2	Q210242
Apr 2024	BINT112679	DB05	28	Inbound Staging	QDCIN2	Q210246
Apr 2024	BINT112680	DA04	32	Inbound Staging	QDCIN2	Q210248
Apr 2024	BINT112681	DB05	28	Inbound Staging	QDCIN2	Q210249
Apr 2024	BINT112682	DB05	28	Inbound Staging	QDCIN2	Q210250
Apr 2024	BINT112683	31BOX	30	Inbound Staging	QDCIN1	Q170239
Apr 2024	BINT112684	GENIUS2	24	Inbound Staging	QDCIN1	Q170239
Apr 2024	BINT112685	GENIUSPRO25	2	Inbound Staging	QDCIN1	Q170239
Apr 2024	BINT112686	GX4820	2	Inbound Staging	QDCIN1	Q170239
Apr 2024	BINT112687	DB05	28	Inbound Staging	QDCIN2	Q210251
Apr 2024	BINT112370	31S-9	60	Inbound Staging	QDCIN1	Q180442
Apr 2024	BINT112371	31S-9	60	Inbound Staging	QDCIN1	Q180441
Apr 2024	BINT112372	31S-9	60	Inbound Staging	QDCIN1	Q180440
Apr 2024	BINT112373	31S-9	60	Inbound Staging	QDCIN1	Q180439
Apr 2024	BINT112374	31S-9	60	Inbound Staging	QDCIN1	Q180438
Apr 2024	BINT112375	31S-9	60	Inbound Staging	QDCIN1	Q180437
Apr 2024	BINT112377	34-7	80	Inbound Staging	QDCIN1	Q200314
Apr 2024	BINT112378	34-7	80	Inbound Staging	QDCIN1	Q200401
Apr 2024	BINT112379	34-7	80	Inbound Staging	QDCIN1	Q200202
Apr 2024	BINT112380	34-7	80	Inbound Staging	QDCIN1	Q190417
Apr 2024	BINT112381	34-7	80	Inbound Staging	QDCIN1	Q200208
Apr 2024	BINT112382	34-7	80	Inbound Staging	QDCIN1	Q200323
Apr 2024	BINT112410	31S-X	60	Inbound Staging	QDCIN1	Q230435
Apr 2024	BINT112411	31S-X	60	Inbound Staging	QDCIN1	Q230434
Apr 2024	BINT112412	31S-X	60	Inbound Staging	QDCIN1	Q230433
Apr 2024	BINT112413	31S-X	60	Inbound Staging	QDCIN1	Q230432
Apr 2024	BINT112414	31S-X	60	Inbound Staging	QDCIN1	Q230431
Apr 2024	BINT112416	31S-X	60	Inbound Staging	QDCIN1	Q230430
Apr 2024	BINT112417	31S-X	60	Inbound Staging	QDCIN1	Q230429
Apr 2024	BINT112418	31S-X	60	Inbound Staging	QDCIN1	Q230428
Apr 2024	BINT112420	31S-X	60	Inbound Staging	QDCIN1	Q230427
Apr 2024	BINT112421	31S-X	60	Inbound Staging	QDCIN1	Q230426
Apr 2024	BINT112422	31S-X	60	Inbound Staging	QDCIN1	Q230425
Apr 2024	BINT112423	31S-X	60	Inbound Staging	QDCIN1	Q230423
Apr 2024	BINT112424	34-5MF	80	Inbound Staging	QDCIN1	Q190323
Apr 2024	BINT112425	24-6MF	80	Inbound Staging	QDCIN1	Q190324
Apr 2024	BINT112431	24F-7	80	Inbound Staging	QDCIN1	Q190431
Apr 2024	BINT112435	24F-7	80	Inbound Staging	QDCIN1	Q190332
Apr 2024	BINT112436	24F-7	80	Inbound Staging	QDCIN1	Q190232
Apr 2024	BINT112438	24F-7	80	Inbound Staging	QDCIN1	Q190334
Apr 2024	BINT112440	24-6MF	80	Inbound Staging	QDCIN1	Q190437
Apr 2024	BINT112441	24-6	80	Inbound Staging	QDCIN1	Q200224
Apr 2024	BINT112451	24-6MF	80	Inbound Staging	QDCIN1	Q190438
Apr 2024	BINT112452	24-6MF	80	Inbound Staging	QDCIN1	Q190238
Apr 2024	BINT112454	24-6MF	80	Inbound Staging	QDCIN1	Q190241
Apr 2024	BINT112455	24-6MF	80	Inbound Staging	QDCIN1	Q190343
Apr 2024	BINT112471	D1272	580	Inbound Staging	QDCIN1	Q240214
Apr 2024	BINT112472	SCRAPBOX	5	Inbound Staging	QDCIN1	Quebec DC
Apr 2024	BINT112473	D12260	25	Inbound Staging	QDCIN1	Q240103
Apr 2024	BINT112482	31A-9	60	Inbound Staging	QDCIN1	Q250334
Apr 2024	BINT112483	31A-9	60	Inbound Staging	QDCIN1	Q250333
Apr 2024	BINT112484	31A-9	60	Inbound Staging	QDCIN1	Q250332
Apr 2024	BINT112485	31A-9	60	Inbound Staging	QDCIN1	Q250331
Apr 2024	BINT112486	31A-9	60	Inbound Staging	QDCIN1	Q250330
Apr 2024	BINT112487	31A-9	60	Inbound Staging	QDCIN1	Q250329
Apr 2024	BINT112488	31A-9	60	Inbound Staging	QDCIN1	Q250328
Apr 2024	BINT112489	31A-9	60	Inbound Staging	QDCIN1	Q250327
Apr 2024	BINT112490	31A-9	60	Inbound Staging	QDCIN1	Q250326
Apr 2024	BINT112491	31A-9	60	Inbound Staging	QDCIN1	Q250325
Apr 2024	BINT112492	31A-9	60	Inbound Staging	QDCIN1	Q250324
Apr 2024	BINT112493	31A-9	60	Inbound Staging	QDCIN1	Q250323
Apr 2024	BINT112494	31A-9	60	Inbound Staging	QDCIN2	Q250335
Apr 2024	BINT112495	31A-9	60	Inbound Staging	QDCIN2	Q250227
Apr 2024	BINT112496	31A-9	60	Inbound Staging	QDCIN2	Q250336
Apr 2024	BINT112497	31A-9	60	Inbound Staging	QDCIN2	Q250224
Apr 2024	BINT112498	31A-9	60	Inbound Staging	QDCIN2	Q250344
Apr 2024	BINT112499	31S-9	60	Inbound Staging	QDCIN1	Q180436
Apr 2024	BINT112500	31A-9	60	Inbound Staging	QDCIN2	Q250337
Apr 2024	BINT112501	31S-9	60	Inbound Staging	QDCIN1	Q180435
Apr 2024	BINT112502	31A-9	60	Inbound Staging	QDCIN2	Q250338
Apr 2024	BINT112503	31A-9	60	Inbound Staging	QDCIN2	Q250343
Apr 2024	BINT112504	31S-9	60	Inbound Staging	QDCIN1	Q180434
Apr 2024	BINT112505	31A-9	60	Inbound Staging	QDCIN1	Q250342
Apr 2024	BINT112506	31A-9	60	Inbound Staging	QDCIN2	Q250339
Apr 2024	BINT112507	31S-9	60	Inbound Staging	QDCIN1	Q180433
Apr 2024	BINT112508	31S-9	60	Inbound Staging	QDCIN1	Q180432
Apr 2024	BINT112509	31A-9	60	Inbound Staging	QDCIN2	Q250234
Apr 2024	BINT112510	31A-9	60	Inbound Staging	QDCIN1	Q250340
Apr 2024	BINT112511	31A-9	60	Inbound Staging	QDCIN2	Q250235
Apr 2024	BINT112512	31S-9	60	Inbound Staging	QDCIN1	Q180431
Apr 2024	BINT112513	31A-9	60	Inbound Staging	QDCIN1	Q250341
Apr 2024	BINT112514	31S-9	60	Inbound Staging	QDCIN1	Q180430
Apr 2024	BINT112515	31A-9	60	Inbound Staging	QDCIN1	Q250238
Apr 2024	BINT112516	31A-9	60	Inbound Staging	QDCIN1	Q260341
Apr 2024	BINT112517	31A-9	60	Inbound Staging	QDCIN2	Q250236
Apr 2024	BINT112518	31A-9	60	Inbound Staging	QDCIN1	Q260331
Apr 2024	BINT112519	31A-9	60	Inbound Staging	QDCIN1	Q260327
Apr 2024	BINT112520	31A-9	60	Inbound Staging	QDCIN1	Q260329
Apr 2024	BINT112521	31S-9	60	Inbound Staging	QDCIN1	Q180354
Apr 2024	BINT112522	31S-9	60	Inbound Staging	QDCIN1	Q180353
Apr 2024	BINT112202	D12550	24	Inbound Staging	QDCIN2	Q240212
Apr 2024	BINT112203	EV512A-210FT	10	Inbound Staging	QDCIN2	Q270121
Apr 2024	BINT112218	31S-9	60	Inbound Staging	QDCIN2	Q180454
Apr 2024	BINT112219	31S-9	60	Inbound Staging	QDCIN2	Q180453
Apr 2024	BINT112220	31S-9	60	Inbound Staging	QDCIN2	Q180452
Apr 2024	BINT112221	31S-9	60	Inbound Staging	QDCIN2	Q180451
Apr 2024	BINT112223	31S-9	60	Inbound Staging	QDCIN2	Q180450
Apr 2024	BINT112224	31S-9	60	Inbound Staging	QDCIN2	Q180449
Apr 2024	BINT112225	31S-9	60	Inbound Staging	QDCIN2	Q180448
Apr 2024	BINT112226	31S-9	60	Inbound Staging	QDCIN2	Q180447
Apr 2024	BINT112227	31S-9	60	Inbound Staging	QDCIN2	Q180446
Apr 2024	BINT112228	31S-9	60	Inbound Staging	QDCIN2	Q180445
Apr 2024	BINT112229	31S-9	60	Inbound Staging	QDCIN2	Q180444
Apr 2024	BINT112230	31S-9	60	Inbound Staging	QDCIN2	Q180443
Apr 2024	BINT112247	2300	48	Inbound Staging	QDCIN2	Q260238
Apr 2024	BINT112248	2300	48	Inbound Staging	QDCIN2	Q260237
Apr 2024	BINT112249	2300	48	Inbound Staging	QDCIN2	Q260236
Apr 2024	BINT112250	2300	48	Inbound Staging	QDCIN2	Q260234
Apr 2024	BINT112251	2300	48	Inbound Staging	QDCIN2	Q260233
Apr 2024	BINT112252	2300	48	Inbound Staging	QDCIN2	Q260232
Apr 2024	BINT112253	2300	48	Inbound Staging	QDCIN2	Q260231
Apr 2024	BINT112254	2300	48	Inbound Staging	QDCIN2	Q260230
Apr 2024	BINT112255	2300	48	Inbound Staging	QDCIN2	Q260229
Apr 2024	BINT112256	2300	48	Inbound Staging	QDCIN2	Q260228
Apr 2024	BINT112257	2300	48	Inbound Staging	QDCIN2	Q260227
Apr 2024	BINT112258	2300	48	Inbound Staging	QDCIN2	Q260226
Apr 2024	BINT112259	2300	48	Inbound Staging	QDCIN2	Q260225
Apr 2024	BINT112260	8125	48	Inbound Staging	QDCIN2	Q260224
Apr 2024	BINT112261	8125	48	Inbound Staging	QDCIN2	Q260223
Apr 2024	BINT112279	CEOPTIMAPENBLK	11	Inbound Staging	QDCIN2	Quebec DC
Apr 2024	BINT112280	CEOPTIMAPENR	9	Inbound Staging	QDCIN2	Quebec DC
Apr 2024	BINT112281	CEPEN_BLK	50	Inbound Staging	QDCIN2	Quebec DC
Apr 2024	BINT112282	CEPEN_RED	25	Inbound Staging	QDCIN2	Quebec DC
Apr 2024	BINT112283	EN91	144	Inbound Staging	QDCIN2	Quebec DC
Apr 2024	BINT112284	CVT14	75	Inbound Staging	QDCIN2	Q270123
Apr 2024	BINT112298	CLASS82794	8000	Inbound Staging	QDCIN2	Quebec DC
Apr 2024	BINT112300	OVERPACK	15000	Inbound Staging	QDCIN2	Quebec DC
Apr 2024	BINT112302	CR123A	100	Inbound Staging	QDCIN2	Q270131
Apr 2024	BINT112303	746X915	1	Inbound Staging	QDCIN2	Q170220
Apr 2024	BINT112304	DEVT8	1500	Inbound Staging	QDCIN1	Quebec DC
Apr 2024	BINT112305	DEVT2	1500	Inbound Staging	QDCIN1	Quebec DC
Apr 2024	BINT112306	DEVS2	1500	Inbound Staging	QDCIN1	Quebec DC
Apr 2024	BINT112307	912-7200	1	Inbound Staging	QDCIN1	Q170220
Apr 2024	BINT112308	914-4800-01	3	Inbound Staging	QDCIN1	Q170220
Apr 2024	BINT112309	VECYR010230010R	23	Inbound Staging	QDCIN2	Q170213
Apr 2024	BINT112312	UNICOMT8	1500	Inbound Staging	QDCIN2	Quebec DC
Apr 2024	BINT112316	CPNOTEPAD	50	Inbound Staging	QDCIN2	Quebec DC
Apr 2024	BINT112317	CEOPTIMANOTEPAD	50	Inbound Staging	QDCIN2	Quebec DC
Apr 2024	BINT112318	CFNUT-M8X	1	Inbound Staging	QDCIN2	Quebec DC
Apr 2024	BINT112320	MRBF-125	1	Inbound Staging	QDCIN2	Quebec DC
Apr 2024	BINT112322	ODP-AGM75-86	1	Inbound Staging	QDCIN2	Q230135
Apr 2024	BINT112326	804-1240-02	15	Inbound Staging	QDCIN1	Q170129
Apr 2024	BINT112328	808-0232-01	40	Inbound Staging	QDCIN2	Q270141
Apr 2024	BINT112330	CEOPTIMAPOLOML	4	Inbound Staging	QDCIN1	Quebec DC
Apr 2024	BINT112075	D1272	540	Inbound Staging	QDCIN2	Q240214
Apr 2024	BINT112077	D650	1260	Inbound Staging	QDCIN2	Q240227
Apr 2024	BINT112111	H8-5CM	22	Inbound Staging	QDCIN2	Q220324
Apr 2024	BINT112112	H7-5CM	54	Inbound Staging	QDCIN2	Q220302
Apr 2024	BINT112113	78DT-7MF	66	Inbound Staging	QDCIN2	Q220301
Apr 2024	BINT112114	86-7CM	48	Inbound Staging	QDCIN2	Q210407
Apr 2024	BINT112115	34-800	66	Inbound Staging	QDCIN2	Q220142
Apr 2024	BINT112116	75DT-4	72	Inbound Staging	QDCIN2	Q210404
Apr 2024	BINT112117	RV24	66	Inbound Staging	QDCIN2	Q210344
Apr 2024	BINT112118	RV24	66	Inbound Staging	QDCIN2	Q210444
Apr 2024	BINT112119	H7-5CM	54	Inbound Staging	QDCIN2	Q220407
Apr 2024	BINT112120	RV24	66	Inbound Staging	QDCIN2	Q210443
Apr 2024	BINT112122	RV24	66	Inbound Staging	QDCIN2	Q210445
Apr 2024	BINT112123	H7-5CM	54	Inbound Staging	QDCIN2	Q240314
Apr 2024	BINT112124	H7-5CM	54	Inbound Staging	QDCIN2	Q240312
Apr 2024	BINT112125	H5-EFB	72	Inbound Staging	QDCIN2	Q250325
Apr 2024	BINT112128	H7-5CM	54	Inbound Staging	QDCIN2	Q240311
Apr 2024	BINT112129	H7-5CM	54	Inbound Staging	QDCIN2	Q240310
Apr 2024	BINT112130	H7-5CM	54	Inbound Staging	QDCIN2	Q240308
Apr 2024	BINT112131	H7-5CM	54	Inbound Staging	QDCIN2	Q240307
Apr 2024	BINT112132	MC61759	1000	Inbound Staging	QDCIN1	Quebec DC
Apr 2024	BINT112133	MC61739	500	Inbound Staging	QDCIN1	Quebec DC
Apr 2024	BINT112140	CEPSHC918	15	Inbound Staging	QDCIN2	Q270336
Apr 2024	BINT112142	941-0003	15	Inbound Staging	QDCIN1	Q250144
Apr 2024	BINT112145	99R-4	130	Inbound Staging	QDCIN2	Q210230
Apr 2024	BINT112146	H6-5	90	Inbound Staging	QDCIN2	Q220402
Apr 2024	BINT112147	H6-5	90	Inbound Staging	QDCIN2	Q220404
Apr 2024	BINT112148	H6-5	89	Inbound Staging	QDCIN2	Q230421
Apr 2024	BINT112149	31DCMF	60	Inbound Staging	QDCIN2	Q230406
Apr 2024	BINT112150	31DCMF	60	Inbound Staging	QDCIN2	Q230405
Apr 2024	BINT112151	31DCMF	60	Inbound Staging	QDCIN2	Q230404
Apr 2024	BINT112152	31DCMF	60	Inbound Staging	QDCIN2	Q230403
Apr 2024	BINT112154	31DCMF	60	Inbound Staging	QDCIN2	Q230402
Apr 2024	BINT112155	31DCMF	60	Inbound Staging	QDCIN2	Q230401
Apr 2024	BINT112156	31DCMF	60	Inbound Staging	QDCIN2	Q190402
Apr 2024	BINT112157	31DCMF	60	Inbound Staging	QDCIN2	Q200206
Apr 2024	BINT112172	D1250	200	Inbound Staging	QDCIN2	Q240209
Apr 2024	BINT112177	N100-4	6	Inbound Staging	QDCIN2	Q210152
Apr 2024	BINT112179	PV-10-BLK	1000	Inbound Staging	QDCIN2	Q270139
Apr 2024	BINT112184	MBTX24U	4	Inbound Staging	QDCIN2	Q180106
Apr 2024	BINT112185	24FAGM	6	Inbound Staging	QDCIN2	Q190130
Apr 2024	BINT112186	65AGM	14	Inbound Staging	QDCIN2	Q210102
Apr 2024	BINT111914	BD1224	1	Inbound Staging	QDCIN1	Q270131
Apr 2024	BINT111915	D12450D	6	Inbound Staging	QDCIN1	Q240108
Apr 2024	BINT111916	MBTX4U	8	Inbound Staging	QDCIN1	Q170101
Apr 2024	BINT111917	MBTX9U	8	Inbound Staging	QDCIN1	Q180101
Apr 2024	BINT111918	8052-161	54	Inbound Staging	QDCIN2	Q230223
Apr 2024	BINT111919	8071-167	96	Inbound Staging	QDCIN2	Q240226
Apr 2024	BINT111920	8071-167	34	Inbound Staging	QDCIN2	Q230123
Apr 2024	BINT111928	31S-9	300	Inbound Staging	QDCIN2	Quebec DC
Apr 2024	BINT111942	31S-9	60	Inbound Staging	QDCIN2	Q260438
Apr 2024	BINT111943	31S-9	60	Inbound Staging	QDCIN2	Q260437
Apr 2024	BINT111944	31S-9	60	Inbound Staging	QDCIN2	Q260436
Apr 2024	BINT111945	31S-9	60	Inbound Staging	QDCIN2	Q260434
Apr 2024	BINT111946	31S-9	60	Inbound Staging	QDCIN2	Q260433
Apr 2024	BINT111947	31S-9	60	Inbound Staging	QDCIN2	Q260432
Apr 2024	BINT111948	31S-9	60	Inbound Staging	QDCIN2	Q260431
Apr 2024	BINT111949	31S-9	60	Inbound Staging	QDCIN2	Q260418
Apr 2024	BINT111950	31S-9	60	Inbound Staging	QDCIN2	Q260419
Apr 2024	BINT111951	31S-9	60	Inbound Staging	QDCIN2	Q260420
Apr 2024	BINT111952	31S-9	60	Inbound Staging	QDCIN2	Q260421
Apr 2024	BINT111953	31S-9	60	Inbound Staging	QDCIN2	Q260422
Apr 2024	BINT111954	31S-9	60	Inbound Staging	QDCIN2	Q260423
Apr 2024	BINT111955	31S-9	60	Inbound Staging	QDCIN2	Q260424
Apr 2024	BINT111956	31S-9	60	Inbound Staging	QDCIN2	Q260426
Apr 2024	BINT111957	31S-9	60	Inbound Staging	QDCIN2	Q260427
Apr 2024	BINT111958	31S-9	60	Inbound Staging	QDCIN2	Q260428
Apr 2024	BINT111959	31S-9	60	Inbound Staging	QDCIN2	Q260429
Apr 2024	BINT111960	31S-9	60	Inbound Staging	QDCIN2	Q260430
Apr 2024	BINT111967	31S-9	60	Inbound Staging	QDCIN2	Q260416
Apr 2024	BINT111968	31S-9	60	Inbound Staging	QDCIN2	Q260415
Apr 2024	BINT111969	31S-9	60	Inbound Staging	QDCIN2	Q260414
Apr 2024	BINT111970	31S-9	60	Inbound Staging	QDCIN2	Q260413
Apr 2024	BINT111971	31S-9	60	Inbound Staging	QDCIN2	Q260412
Apr 2024	BINT111972	31S-9	60	Inbound Staging	QDCIN2	Q260411
Apr 2024	BINT111973	31S-9	60	Inbound Staging	QDCIN2	Q260410
Apr 2024	BINT111974	31S-9	60	Inbound Staging	QDCIN2	Q260409
Apr 2024	BINT111975	31S-9	60	Inbound Staging	QDCIN2	Q260408
Apr 2024	BINT111976	31S-9	60	Inbound Staging	QDCIN2	Q260406
Apr 2024	BINT111977	31S-9	60	Inbound Staging	QDCIN2	Q260405
Apr 2024	BINT111978	31S-9	60	Inbound Staging	QDCIN2	Q260404
Apr 2024	BINT111979	31S-9	60	Inbound Staging	QDCIN2	Q260403
Apr 2024	BINT111981	31S-9	60	Inbound Staging	QDCIN2	Q260402
Apr 2024	BINT111982	31S-9	60	Inbound Staging	QDCIN2	Q260401
Apr 2024	BINT111985	31S-9	60	Inbound Staging	QDCIN2	Q250422
Apr 2024	BINT111987	31S-9	60	Inbound Staging	QDCIN2	Q250421
Apr 2024	BINT111988	31S-9	60	Inbound Staging	QDCIN2	Q250420
Apr 2024	BINT111989	31S-9	60	Inbound Staging	QDCIN2	Q250419
Apr 2024	BINT111990	31S-9	60	Inbound Staging	QDCIN2	Q250418
Apr 2024	BINT111991	31S-9	60	Inbound Staging	QDCIN2	Q250417
Apr 2024	BINT111992	31S-9	60	Inbound Staging	QDCIN2	Q250416
Apr 2024	BINT111993	31S-9	60	Inbound Staging	QDCIN2	Q250415
Apr 2024	BINT111994	31S-9	60	Inbound Staging	QDCIN2	Q250414
Apr 2024	BINT112002	31S-9	60	Inbound Staging	QDCIN2	Q240412
Apr 2024	BINT112003	31S-9	60	Inbound Staging	QDCIN2	Q240411
Apr 2024	BINT112004	31S-9	60	Inbound Staging	QDCIN2	Q240410
Apr 2024	BINT112005	31S-9	60	Inbound Staging	QDCIN2	Q240409
Apr 2024	BINT112006	31S-9	60	Inbound Staging	QDCIN2	Q240408
Apr 2024	BINT112007	31S-9	60	Inbound Staging	QDCIN2	Q240407
Apr 2024	BINT112008	31S-9	60	Inbound Staging	QDCIN2	Q240406
Apr 2024	BINT112009	31S-9	60	Inbound Staging	QDCIN2	Q240405
Apr 2024	BINT112010	31S-9	60	Inbound Staging	QDCIN2	Q240404
Apr 2024	BINT112011	31S-9	60	Inbound Staging	QDCIN2	Q240403
Apr 2024	BINT112012	31S-9	60	Inbound Staging	QDCIN2	Q240402
Apr 2024	BINT112013	31S-9	60	Inbound Staging	QDCIN2	Q240401
Apr 2024	BINT112014	VEPMP242305102	8	Inbound Staging	QDCIN2	Q170254
Apr 2024	BINT112015	VESCC125060221	6	Inbound Staging	QDCIN2	Q170107
Apr 2024	BINT112016	VESCC115060211	3	Inbound Staging	QDCIN2	Q270143
Apr 2024	BINT112017	VESCC125110412	2	Inbound Staging	QDCIN2	Q170107
Apr 2024	BINT111810	H6-5	88	Inbound Staging	QDCIN2	Q220309
Apr 2024	BINT111811	H6-5	90	Inbound Staging	QDCIN2	Q230220
Apr 2024	BINT111812	H6-5	90	Inbound Staging	QDCIN2	Q230219
Apr 2024	BINT111813	H6-5	90	Inbound Staging	QDCIN2	Q230218
Apr 2024	BINT111814	H6-5	90	Inbound Staging	QDCIN2	Q230420
Apr 2024	BINT111815	SCRAPBOX	4	Inbound Staging	QDCIN1	Quebec DC
Apr 2024	BINT111816	65-7MF	72	Inbound Staging	QDCIN2	Q190351
Apr 2024	BINT111817	65-7MF	72	Inbound Staging	QDCIN2	Q200447
Apr 2024	BINT111819	PNRIBBON1	24	Inbound Staging	QDCIN1	Quebec DC
Apr 2024	BINT111820	MPT4	1000	Inbound Staging	QDCIN1	Quebec DC
Apr 2024	BINT111821	PNLABEL3X1.25	3	Inbound Staging	QDCIN1	Quebec DC
Apr 2024	BINT111822	PNLABEL3X1.25	72	Inbound Staging	QDCIN1	Quebec DC
Apr 2024	BINT111824	65-7MF	72	Inbound Staging	QDCIN2	Q200349
Apr 2024	BINT111825	65-7MF	72	Inbound Staging	QDCIN2	Q190354
Apr 2024	BINT111826	65-7MF	72	Inbound Staging	QDCIN2	Q200251
Apr 2024	BINT111828	65-7MF	72	Inbound Staging	QDCIN2	Q190244
Apr 2024	BINT111829	65-7MF	72	Inbound Staging	QDCIN2	Q200343
Apr 2024	BINT111830	PST-3000-12	1	Inbound Staging	QDCIN1	Q270144
Apr 2024	BINT111832	65-7MF	72	Inbound Staging	QDCIN2	Q200339
Apr 2024	BINT111835	65-7MF	72	Inbound Staging	QDCIN2	Q200333
Apr 2024	BINT111837	65-7MF	72	Inbound Staging	QDCIN2	Q200233
Apr 2024	BINT111840	65-7MF	72	Inbound Staging	QDCIN2	Q190340
Apr 2024	BINT111841	65-7MF	72	Inbound Staging	QDCIN2	Q190239
Apr 2024	BINT111855	31S-9	60	Inbound Staging	QDCIN2	Q160222
Apr 2024	BINT111856	31S-9	60	Inbound Staging	QDCIN2	Q160221
Apr 2024	BINT111858	31S-9	60	Inbound Staging	QDCIN2	Q160220
Apr 2024	BINT111859	31S-9	60	Inbound Staging	QDCIN2	Q160219
Apr 2024	BINT111860	31S-9	60	Inbound Staging	QDCIN2	Q160218
Apr 2024	BINT111861	31S-9	60	Inbound Staging	QDCIN2	Q160217
Apr 2024	BINT111862	31S-9	60	Inbound Staging	QDCIN2	Q160216
Apr 2024	BINT111863	31S-9	60	Inbound Staging	QDCIN2	Q160215
Apr 2024	BINT111864	31S-9	60	Inbound Staging	QDCIN2	Q160214
Apr 2024	BINT111865	31S-9	60	Inbound Staging	QDCIN2	Q160213
Apr 2024	BINT111866	31S-9	60	Inbound Staging	QDCIN2	Q160212
Apr 2024	BINT111867	31S-9	60	Inbound Staging	QDCIN2	Q160211
Apr 2024	BINT111868	31S-9	60	Inbound Staging	QDCIN2	Q250435
Apr 2024	BINT111869	31S-9	60	Inbound Staging	QDCIN2	Q250436
Apr 2024	BINT111870	31S-9	60	Inbound Staging	QDCIN2	Q250437
Apr 2024	BINT111871	31S-9	60	Inbound Staging	QDCIN2	Q250438
Apr 2024	BINT111874	31S-9	60	Inbound Staging	QDCIN2	Q250439
Apr 2024	BINT111875	31S-9	60	Inbound Staging	QDCIN2	Q250440
Apr 2024	BINT111876	31S-9	60	Inbound Staging	QDCIN2	Q250441
Apr 2024	BINT111877	31S-9	60	Inbound Staging	QDCIN2	Q250442
Apr 2024	BINT111878	31S-9	60	Inbound Staging	QDCIN2	Q250443
Apr 2024	BINT111879	4891R-6MF	6	Inbound Staging	QDCIN1	Q200141
Apr 2024	BINT111880	MBTX14AU	24	Inbound Staging	QDCIN1	Q180103
Apr 2024	BINT111881	31S-9	60	Inbound Staging	QDCIN2	Q250444
Apr 2024	BINT111882	31S-9	120	Inbound Staging	QDCIN2	Quebec DC
Apr 2024	BINT111883	MBTX12U	48	Inbound Staging	QDCIN1	Q170103
Apr 2024	BINT111884	MB9U	2	Inbound Staging	QDCIN1	Q170102
Apr 2024	BINT111885	MBTX24U	4	Inbound Staging	QDCIN1	Q180106
Apr 2024	BINT111886	N120R-4	6	Inbound Staging	QDCIN1	Q210148
Apr 2024	BINT111887	75DT-5MF	104	Inbound Staging	QDCIN1	Q210302
Apr 2024	BINT111888	D12260	125	Inbound Staging	QDCIN1	Q240203
Apr 2024	BINT111889	EN91	144	Inbound Staging	QDCIN1	Quebec DC
Apr 2024	BINT111890	PST-3000-12	2	Inbound Staging	QDCIN1	Q170220
Apr 2024	BINT111891	EV31A-AM-VN	42	Inbound Staging	QDCIN1	Q240131
Apr 2024	BINT111892	79-7	12	Inbound Staging	QDCIN1	Q210114
Apr 2024	BINT111893	D6120	630	Inbound Staging	QDCIN1	Q240223
Apr 2024	BINT111894	D12350	100	Inbound Staging	QDCIN1	Q240205
Apr 2024	BINT111895	D680	400	Inbound Staging	QDCIN1	Q240128
